id,external_id,fecha,fecha_limite_oferta,titulo,numero_expediente,organismo,mercado_vertical,comunidad_autonoma,provincia,tipo_procedimiento,tipo_tramitacion,importe_licitacion,valor_estimado,puntos_precio,puntos_mejoras,puntos_subjetivos,duracion_meses,competencia,created_at
348,188454,2026-06-01,2026-06-16 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,76446.78,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
347,188461,2026-06-01,2026-06-16 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,55440.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
346,188465,2026-06-01,2026-06-08 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,24864.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
345,188466,2026-06-01,2026-06-16 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,119180.72,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
344,188467,2026-06-01,2026-06-26 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,298340.78,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
343,188484,2026-06-01,2026-06-16 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,15000.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
342,188487,2026-06-01,2026-06-16 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,118800.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
341,188510,2026-06-01,2026-06-15 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,30582.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
340,188512,2026-06-01,2026-06-15 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,56000.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
339,188528,2026-06-01,2026-06-16 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,172000.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
338,188641,2026-06-01,2026-06-17 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,19526.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
337,188644,2026-06-01,2026-06-17 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,155890.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
336,188650,2026-06-01,2026-07-01 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,40000.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
335,188651,2026-06-01,2026-06-09 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,103032.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
334,188656,2026-06-01,2026-06-16 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,36000.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
333,188662,2026-06-01,2026-06-17 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,214631.45,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
332,188663,2026-06-01,2026-06-15 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,28925.62,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
331,188664,2026-06-01,2026-06-16 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,99500.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
330,188668,2026-06-01,2026-06-15 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,40387.75,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
329,188684,2026-06-01,2026-06-17 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,42150.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
328,188689,2026-06-01,2026-06-16 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,168307.67,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
327,188692,2026-06-01,2026-06-17 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,118671.96,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
326,188693,2026-06-01,2026-06-16 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,18300.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
325,189029,2026-06-01,2026-06-15 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,47674.69,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
324,190401,2026-06-01,2026-06-30 00:00:00,Política de cookies,,NULL,NULL,NULL,NULL,NULL,NULL,88500.00,NULL,NULL,NULL,NULL,NULL,NULL,2026-06-08 20:17:16.542821
